,0
0,54.99457283620737
1,3.02263985754424
2,0.8345173873736648
3,10.31526932741981
4,14.799528832383997
5,6.5242262180264285
6,7.5827589882837305
7,14.609236150326877
8,8.224421867291525
9,5.772971913406761
10,14.416789694790559
11,9.845743541303408
12,3.837082800586114
13,13.930247720481473
14,11.269974392171157
15,1.8655624599878242
16,13.16566758650828
17,12.469884536876732
18,0.6992722492772984
19,12.138319650279591
20,13.421090263031344
21,2.446946156970318
22,10.86898062353073
23,14.104377260334285
24,4.420181187412195
25,9.383442160252306
26,14.505970617498438
27,6.329370330422383
28,7.712208424502275
29,14.617782864657999
30,8.119204520416162
31,5.890517090670736
32,14.437563247418298
33,9.749852546393678
34,3.960182217042631
35,13.968939745025242
36,11.187235089095637
37,1.9868189131036722
38,13.221351436466263
39,12.401934361578542
40,0.6528865700253068
41,12.209875092048609
42,13.369305312191942
43,2.3237843037931984
44,10.954958311130698
45,14.06980232715417
46,4.297951157181765
47,9.482089111608143
48,14.48930226121764
49,6.213063021693834
