,0,1
0,8.34044009405148,28.812979737686323
1,43.180246878178934,-3.7633942888678114
2,68.07361462381768,-23.247921906803832
3,83.24815966914542,-43.493545112300424
4,78.59008917338294,-55.78604280058743
5,55.80480122230453,-50.49813878338786
6,31.79455794693837,-31.417113693568176
7,24.886381461062996,-14.389817357155449
8,38.48926499407983,-13.520655992531058
9,57.96416737691741,-28.41464474154746
10,63.904089128478795,-44.523199252811104
11,49.77907211795941,-46.429648771172275
12,27.809271855662594,-31.94381747306389
13,17.678955993117455,-14.080053152425826
14,28.42206529073866,-9.087449854995572
15,50.07676633816171,-21.501969667790327
16,62.7639165376082,-39.940252760850925
17,54.87697321912997,-47.51181039195836
18,33.71131699902287,-37.308990617525836
19,18.779241400171387,-18.757373795120465
20,23.922787806050387,-8.9803799295572
21,44.6120428718742,-17.083722402406405
22,62.076881346468305,-35.77877812748332
23,60.49829587798665,-48.0474209629305
24,41.51038679379509,-42.7516097131448
25,22.71629212248424,-24.86870140655755
26,21.564587377584242,-10.94606881286011
27,39.35364779179089,-13.925412868186282
28,60.02661347516917,-31.253976099086888
29,64.87412991100061,-47.2035371541877
30,49.681381708786596,-47.290216197262474
31,28.604192453530136,-31.574685317521094
32,21.210006883035682,-14.629726609155071
33,34.547457016169645,-12.183916978419743
34,56.67477758795416,-26.682918312791767
35,67.58835956980467,-45.022761786392095
36,57.54976097137595,-50.55543517554283
37,36.02032339522897,-38.367410101091274
38,23.00681048907515,-19.809674659493737
39,30.7348384917629,-12.103353217775595
40,52.43775363674159,-22.539557118168425
41,68.54146193612318,-41.769812069955215
42,64.59180989900022,-52.361115637022614
43,44.50529201946956,-44.7865116348402
44,26.99612277298185,-26.18387331196647
45,28.439800794957442,-13.830852522751062
46,47.86521989517949,-19.301171321800467
47,67.82967553908328,-37.83108739705653
48,70.38816409625937,-52.66547503926464
49,53.53646883739615,-50.41835278915755
50,33.06154447799494,-33.36593720181561
51,28.0916716565328,-17.38331770896263
52,43.57292196140539,-17.39533209904591
53,65.72539278695123,-33.67575018575998
54,74.6530000152011,-51.571765823982844
55,62.56753235527057,-54.92859450681253
56,40.93467414173093,-40.914828478120654
57,29.985945617295513,-22.64360290829877
58,40.191057576373424,-17.163805576918104
59,62.65820579517325,-29.81911101372162
60,77.26404089549196,-49.32410249033159
61,71.07959795643721,-58.094163849049025
62,50.22059873100804,-48.37378562567488
63,34.26115856023276,-29.37097193935329
64,38.31439983194946,-18.83534981620253
65,59.18499868592215,-26.783313188639518
66,78.28136198622053,-46.2929288404071
67,78.63304285944942,-59.827847716382195
68,60.43684031712383,-55.312555675553945
69,40.89084633580764,-37.22326430872296
70,38.45626361336038,-22.50848840941742
71,55.94990237405243,-25.05759378543413
72,77.95206373858755,-42.95046480130821
73,84.91483250696844,-60.192864337308606
74,71.06223842405248,-61.36921516531418
75,49.69142559426919,-45.78906172985783
76,41.010399739051735,-28.145920648458578
77,53.637486648073626,-25.061502286980467
78,76.7002606943225,-39.83806185904209
79,89.77732072942726,-59.40608544974775
80,81.59196826695957,-66.28821656236642
81,60.345980693330276,-54.62758265615788
82,46.22471801141764,-35.581546336346825
83,52.92357506145917,-27.114502149480522
84,75.1033871137708,-37.528295636524774
85,93.26538211315567,-57.82964453781794
86,91.59447098460058,-69.95165185210057
87,72.4427358775911,-63.31343942520744
88,54.18998584363075,-44.540162171662466
89,54.42857519101134,-31.415048940969534
90,73.85723858938532,-36.58525730767907
91,95.62987144357653,-55.95175118897447
92,100.76598517443752,-72.4013287855704
93,85.52585992833367,-71.48302139821153
94,64.84561347710564,-54.6689429528958
95,58.67834062029412,-38.03165681038023
96,73.73346120703376,-37.52689487867171
97,97.32680801717434,-54.358614564315126
98,108.97872438843031,-73.85011833233277
99,99.15536365286312,-78.87919931195887
100,78.00346145018574,-65.57896875341206
