,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
0,0.9835355825219215,0.6951190661236937,-0.5001448480445894,-0.12371320620932588,-0.07023736949627933,-0.04328105384327101,-0.026458373302967596,-0.01598501305791885,-0.009760693123468367,-0.006177870888224037,-0.004173635597308021,-0.005235346502809811,1.0048467238317813,0.7128482185184445,-0.4989667612174091,-0.12636918804844888,-0.07237215145808555,-0.04406108160116263,-0.026613709755500783,-0.016250526912992964,-0.0102854975985098,-0.006948658866071924,-0.008716294457874156,1.0297867435264543,0.7339700840899973,-0.5066636256326809,-0.12923159120138555,-0.07297309131197838,-0.04388406430358419,-0.02678926574424485,-0.016955583461900896,-0.011454815906203425,-0.014368750395986316,1.0549663521268495,0.755071405236452,-0.5166595192807258,-0.12956959046396166,-0.07200316410619052,-0.04374949093927545,-0.027682995488179714,-0.018701766353583515,-0.023459201255973658,1.0764479783843008,0.7723150809721973,-0.5196267048991234,-0.12699810516197346,-0.07109235624310131,-0.044772543035585304,-0.03023946558942651,-0.037931439662834895,1.0926905974318974,0.7840646351552722,-0.5126750051282188,-0.12414495325153514,-0.07201404565740038,-0.04842011387720602,-0.0607229313620121,1.1038844979461884,0.7897126326838945,-0.5027566517543398,-0.12417172153264008,-0.07705604256618748,-0.09622796024660397,1.1061757979603346,0.7832475610191764,-0.499828983031024,-0.13096657916973753,-0.15127211430917029,1.0827518807151515,0.7432885967996969,-0.5125111805066133,-0.24571960611026175,0.9803378417920161,0.6113085887905866,-0.7021875272862977
1,0.6951190661236937,0.534536337073965,-0.22620576804728892,-0.14249004572763274,-0.08770298296916948,-0.054281997821941444,-0.03319127457097959,-0.02005300761351573,-0.012244681872478834,-0.007750071210871489,-0.005235780051356431,-0.006567684730781628,0.7128482185184444,0.551156136700132,-0.22264186138324055,-0.14554862153499526,-0.09035949099720463,-0.05526024445681158,-0.03338661161050145,-0.020386400700300542,-0.012903239403882782,-0.008717148749993403,-0.0109346619193222,0.7339700840899972,0.5701543849160384,-0.22517822570484863,-0.14845585665835123,-0.09107285773478775,-0.05503307733983994,-0.03360440935609129,-0.021269373567551646,-0.014369127984200477,-0.018024420749254283,0.755071405236452,0.588685397881141,-0.22965610426353913,-0.14824466267959496,-0.08982767750813275,-0.05485928865225694,-0.03472260583448957,-0.023457850672696682,-0.029425180170781644,0.772315080972197,0.6038520538177315,-0.22960948925546987,-0.14489876481827776,-0.0886907336124558,-0.05614275771761156,-0.03792909048157892,-0.04757770416530381,0.7840646351552721,0.6141207266717549,-0.22271715482543064,-0.14168415259596145,-0.0898742931278413,-0.06072408143635157,-0.07617182377505324,0.7897126326838944,0.6172531353321307,-0.2136666753544884,-0.14206585156641913,-0.09621704218812628,-0.12070836184288547,0.7832475610191764,0.6036966806455376,-0.20963528242977666,-0.15046984163656912,-0.18930383740285353,0.7432885967996969,0.5460759095865805,-0.2195506786571418,-0.29342685284888675,0.6113085887905865,0.38119327317410695,-0.437862589887463
2,-0.500144848044589,-0.22620576804728876,0.7079382573741011,-0.3041810506904441,-0.01587054321172919,-0.0042847908490620396,-0.00243833529422433,-0.001467037157429591,-0.0008955846623086653,-0.0005668383311727888,-0.00038294342636066683,-0.00048035853000614266,-0.4989667612174091,-0.22264186138324044,0.708062088373314,-0.3091237425159936,-0.016477819181793554,-0.004340571655236413,-0.0024292041888954916,-0.0014766389331256735,-0.0009343827445261544,-0.00063124056172941,-0.0007918182714747062,-0.5066636256326809,-0.22517822570484858,0.7274631945759946,-0.318755986918386,-0.017122798709972974,-0.004355252292998012,-0.0024525734457067436,-0.0015451327077580207,-0.0010436052355478796,-0.0013090669882157408,-0.5166595192807258,-0.22965610426353908,0.7509264786097347,-0.32582404177932356,-0.017290491145029233,-0.004358016646023385,-0.002542986104722667,-0.001710404335271087,-0.0021450285769993994,-0.5196267048991234,-0.22960948925546987,0.7579977612350834,-0.32506468354745816,-0.01692118928915027,-0.004403263285987258,-0.0027527044334792767,-0.003438975762478307,-0.5126750051282185,-0.22271715482543042,0.7434115990309227,-0.31876987312688604,-0.01650437623687295,-0.004627585205397901,-0.005394244732558328,-0.5027566517543397,-0.21366667535448836,0.7231476731857462,-0.3143793568361418,-0.01673030973560351,-0.00867130346683167,-0.499828983031024,-0.20963528242977666,0.7171289746175233,-0.3175798467681484,-0.023631943246017202,-0.5125111805066132,-0.21955067865714176,0.7310468662717291,-0.3443265783182872,-0.7021875272862977,-0.437862589887463,0.50295653442811
3,-0.12371320620932581,-0.1424900457276327,-0.30418105069044415,0.6981045445943382,-0.3096432739873598,-0.016618084304707834,-0.004420391980614832,-0.002477228504306761,-0.001505956418427521,-0.0009529385272925128,-0.000643776437728924,-0.000807543087604059,-0.12636918804844888,-0.14554862153499526,-0.3091237425159936,0.7171792808116197,-0.31930417021259466,-0.017267200638557387,-0.00443606694085175,-0.0025016981985509783,-0.0015762177078599774,-0.0010646053161258537,-0.001335409160300698,-0.12923159120138566,-0.14845585665835123,-0.318755986918386,0.7399688106782492,-0.32641266113087036,-0.017440208829851048,-0.004442327173506951,-0.002596102130198369,-0.001746279675945461,-0.0021900295242619546,-0.12956959046396171,-0.14824466267959502,-0.3258240417793235,0.7465197136278398,-0.32567378863200463,-0.017074712406299788,-0.004492846962548287,-0.0028129581283283943,-0.0035145402910847397,-0.12699810516197335,-0.14489876481827763,-0.325064683547458,0.731978248793612,-0.319365034315925,-0.016659250186224737,-0.004724404809251211,-0.00551520224144839,-0.12414495325153507,-0.14168415259596143,-0.3187698731268859,0.71217016963782,-0.3149477193571021,-0.016889670256446603,-0.008857065502965089,-0.12417172153264001,-0.1420658515664191,-0.3143793568361419,0.7064751044767827,-0.31814681321636334,-0.02392580141156695,-0.13096657916973736,-0.15046984163656912,-0.3175798467681483,0.7201820208163194,-0.34513505975623704,-0.24571960611026183,-0.2934268528488868,-0.34432657831828717,0.4901653604059914,0.0,0.0,0.0
4,-0.07023736949627936,-0.0877029829691695,-0.01587054321172917,-0.3096432739873598,0.7171521744332064,-0.31931148849783714,-0.017271365236977365,-0.004438572593229563,-0.002503227828408874,-0.0015771858495359711,-0.0010652593712068509,-0.0013362295972520167,-0.0723721514580855,-0.0903594909972046,-0.016477819181793682,-0.31930417021259466,0.7399395898066107,-0.32642035846543727,-0.01744451664892614,-0.0044449457649749806,-0.0025977591139252645,-0.0017473990837520259,-0.0021914336918776116,-0.0729730913119784,-0.0910728577347878,-0.017122798709972995,-0.3264126611308703,0.7464880944235363,-0.3256818311030036,-0.017079241363403275,-0.004495700226643142,-0.0028148852646402724,-0.0035169576328551145,-0.07200316410619044,-0.08982767750813267,-0.01729049114502923,-0.32567378863200447,0.7319459254389165,-0.3193731813209254,-0.01666400411953751,-0.0047276022896199235,-0.005519212221208057,-0.0710923562431013,-0.08869073361245579,-0.01692118928915022,-0.3193650343159249,0.7121391886188198,-0.3149557812953734,-0.01689471018519501,-0.008863361926438523,-0.07201404565740041,-0.0898742931278413,-0.016504376236872884,-0.31494771935710214,0.7064456773894835,-0.31815506414035283,-0.023935419279481503,-0.07705604256618745,-0.09621704218812625,-0.01673030973560337,-0.3181468132163633,0.7201518485925965,-0.3451506979908128,-0.15127211430917029,-0.1893038374028536,-0.02363194324601726,-0.345135059756237,0.49010519919723866,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-0.04328105384327098,-0.05428199782194142,-0.004284790849062001,-0.01661808430470796,-0.31931148849783714,0.739937613987559,-0.32642148283988126,-0.017445193134679408,-0.00444535874038043,-0.002598020496572257,-0.0017475756680811476,-0.002191655196629802,-0.04406108160116263,-0.055260244456811596,-0.004340571655236421,-0.017267200638557408,-0.3264203584654372,0.7464860667988928,-0.32568296586465906,-0.017079931150308772,-0.004496136707740477,-0.0028151801379934886,-0.0035173275173698356,-0.04388406430358414,-0.05503307733983988,-0.004355252292998001,-0.017440208829851044,-0.3256818311030034,0.7319438798042716,-0.31937433327926723,-0.01666472985866475,-0.004728092464443759,-0.005519827081749649,-0.04374949093927545,-0.054859288652256935,-0.004358016646023383,-0.01707471240629974,-0.3193731813209253,0.7121371351905447,-0.31495697951006474,-0.016895516100571,-0.00886437262985905,-0.04477254303558532,-0.05614275771761157,-0.004403263285987275,-0.01665925018622467,-0.31495578129537344,0.7064435794969419,-0.31815637563996685,-0.0239370577464852,-0.048420113877206,-0.06072408143635155,-0.0046275852053978914,-0.01688967025644646,-0.3181550641403528,0.720149535154437,-0.34515339470001466,-0.09622796024660399,-0.1207083618428855,-0.00867130346683164,-0.02392580141156701,-0.34515069799081277,0.4900970939152783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-0.026458373302967603,-0.0331912745709796,-0.00243833529422432,-0.0044203919806148385,-0.017271365236977386,-0.3264214828398812,0.7464854269539185,-0.32568335083072775,-0.017080166161197802,-0.004496285452114686,-0.0028152806263994044,-0.003517453568529421,-0.02661370975550075,-0.03338661161050141,-0.0024292041888954877,-0.004436066940851738,-0.017444516648926135,-0.3256829658646589,0.7319432447340583,-0.3193747193190273,-0.0166649741356389,-0.004728257490537491,-0.00552003408789629,-0.026789265744244846,-0.03360440935609128,-0.00245257344570675,-0.0044423271735069495,-0.017079241363403226,-0.3193743332792671,0.712136486488185,-0.31495738819557645,-0.016895792132744527,-0.00886471887630717,-0.027682995488179724,-0.03472260583448958,-0.0025429861047226716,-0.004492846962548303,-0.016664004119537446,-0.3149569795100648,0.7064428803157413,-0.31815684590701016,-0.023937647511271146,-0.030239465589426518,-0.037929090481578914,-0.0027527044334792715,-0.004724404809251201,-0.016894710185194867,-0.3181563756399668,0.7201487152691457,-0.34515441898929566,-0.06072293136201212,-0.07617182377505324,-0.005394244732558324,-0.008857065502965058,-0.023935419279481562,-0.3451533947000146,0.4900939504379004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.015985013057918825,-0.0200530076135157,-0.00146703715742959,-0.002477228504306757,-0.004438572593229551,-0.017445193134679404,-0.3256833508307276,0.7319430131172135,-0.3193748607145554,-0.01666506362846806,-0.004728317949911441,-0.005520109927234418,-0.016250526912992957,-0.02038640070030054,-0.0014766389331256774,-0.002501698198550985,-0.004444945764974979,-0.017079931150308723,-0.31937471931902717,0.7121362518264213,-0.3149575366840782,-0.01689589244705985,-0.008864844709012762,-0.0169555834619009,-0.021269373567551653,-0.001545132707758027,-0.0025961021301983737,-0.004495700226643158,-0.016664729858664684,-0.3149573881955765,0.7064426228419631,-0.3181570198085667,-0.023937865648148097,-0.01870176635358352,-0.023457850672696682,-0.0017104043352710965,-0.0028129581283283895,-0.004727602289619914,-0.016895516100570857,-0.3181568459070101,0.7201483989690338,-0.3451548156632078,-0.037931439662834875,-0.047577704165303804,-0.0034389757624783317,-0.005515202241448388,-0.008863361926438492,-0.02393705774648526,-0.3451544189892956,0.49009267078507307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,-0.009760693123468368,-0.01224468187247883,-0.0008955846623086596,-0.001505956418427525,-0.0025032278284088804,-0.004445358740380428,-0.017080166161197754,-0.3193748607145553,0.7121361655084534,-0.3149575913169175,-0.016895929355796434,-0.00886489100678217,-0.0102854975985098,-0.012903239403882783,-0.0009343827445261548,-0.0015762177078599835,-0.0025977591139252692,-0.004496136707740493,-0.016664974135638833,-0.3149575366840783,0.7064425288818956,-0.31815708328513037,-0.023937945272155134,-0.01145481590620342,-0.014369127984200475,-0.0010436052355478859,-0.001746279675945471,-0.0028148852646402676,-0.00472809246444375,-0.016895792132744385,-0.31815701980856664,0.7201482815133784,-0.34515496299604576,-0.023459201255973658,-0.029425180170781644,-0.0021450285769993816,-0.003514540291084764,-0.005519212221208054,-0.008864372629859018,-0.023937647511271205,-0.34515481566320777,0.49009217331388466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,-0.006177870888224038,-0.007750071210871491,-0.0005668383311727872,-0.0009529385272925132,-0.0015771858495359772,-0.002598020496572262,-0.0044962854521147025,-0.016665063628467994,-0.31495759131691753,0.7064424943033809,-0.3181571066456093,-0.023937974575191968,-0.006948658866071922,-0.008717148749993403,-0.0006312405617294067,-0.0010646053161258598,-0.0017473990837520359,-0.002815180137993484,-0.004728257490537482,-0.016895892447059708,-0.3181570832851303,0.7201482386305427,-0.345155016787603,-0.014368750395986313,-0.01802442074925428,-0.0013090669882157438,-0.002190029524261937,-0.0035169576328551388,-0.005519827081749647,-0.008864718876307139,-0.023937865648148156,-0.3451549629960457,0.4900919885040084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
