,0,1
0,7.3404400940514805,27.812979737686323
1,42.180246878178934,-4.763394288867811
2,67.07361462381768,-24.247921906803832
3,82.24815966914542,-44.493545112300424
4,77.59008917338294,-56.78604280058743
5,54.80480122230453,-51.49813878338786
6,30.79455794693837,-32.417113693568176
7,23.886381461062996,-15.389817357155449
8,37.48926499407983,-14.520655992531058
9,56.96416737691741,-29.41464474154746
10,62.904089128478795,-45.523199252811104
11,48.77907211795941,-47.429648771172275
12,26.809271855662594,-32.94381747306389
13,16.678955993117455,-15.080053152425826
14,27.42206529073866,-10.087449854995572
15,49.07676633816171,-22.501969667790327
16,61.7639165376082,-40.940252760850925
17,53.87697321912997,-48.51181039195836
18,32.71131699902287,-38.308990617525836
19,17.779241400171387,-19.757373795120465
20,22.922787806050387,-9.9803799295572
21,43.6120428718742,-18.083722402406405
22,61.076881346468305,-36.77877812748332
23,59.49829587798665,-49.0474209629305
24,40.51038679379509,-43.7516097131448
25,21.71629212248424,-25.86870140655755
26,20.564587377584242,-11.94606881286011
27,38.35364779179089,-14.925412868186282
28,59.02661347516917,-32.253976099086884
29,63.87412991100061,-48.2035371541877
30,48.681381708786596,-48.290216197262474
31,27.604192453530136,-32.574685317521094
32,20.210006883035682,-15.629726609155071
33,33.547457016169645,-13.183916978419743
34,55.67477758795416,-27.682918312791767
35,66.58835956980467,-46.022761786392095
36,56.54976097137595,-51.55543517554283
37,35.02032339522897,-39.367410101091274
38,22.00681048907515,-20.809674659493737
39,29.7348384917629,-13.103353217775595
40,51.43775363674159,-23.539557118168425
41,67.54146193612318,-42.769812069955215
42,63.591809899000225,-53.361115637022614
43,43.50529201946956,-45.7865116348402
44,25.99612277298185,-27.18387331196647
45,27.439800794957442,-14.830852522751062
46,46.86521989517949,-20.301171321800467
47,66.82967553908328,-38.83108739705653
48,69.38816409625937,-53.66547503926464
49,52.53646883739615,-51.41835278915755
50,32.06154447799494,-34.36593720181561
51,27.0916716565328,-18.38331770896263
52,42.57292196140539,-18.39533209904591
53,64.72539278695123,-34.67575018575998
54,73.6530000152011,-52.571765823982844
55,61.56753235527057,-55.92859450681253
56,39.93467414173093,-41.914828478120654
57,28.985945617295513,-23.64360290829877
58,39.191057576373424,-18.163805576918104
59,61.65820579517325,-30.81911101372162
60,76.26404089549196,-50.32410249033159
61,70.07959795643721,-59.094163849049025
62,49.22059873100804,-49.37378562567488
63,33.26115856023276,-30.37097193935329
64,37.31439983194946,-19.83534981620253
65,58.18499868592215,-27.783313188639518
66,77.28136198622053,-47.2929288404071
67,77.63304285944942,-60.827847716382195
68,59.43684031712383,-56.312555675553945
69,39.89084633580764,-38.22326430872296
70,37.45626361336038,-23.50848840941742
71,54.94990237405243,-26.05759378543413
72,76.95206373858755,-43.95046480130821
73,83.91483250696844,-61.192864337308606
74,70.06223842405248,-62.36921516531418
75,48.69142559426919,-46.78906172985783
76,40.010399739051735,-29.145920648458578
77,52.637486648073626,-26.061502286980467
78,75.7002606943225,-40.83806185904209
79,88.77732072942726,-60.40608544974775
80,80.59196826695957,-67.28821656236642
81,59.345980693330276,-55.62758265615788
82,45.22471801141764,-36.581546336346825
83,51.92357506145917,-28.114502149480522
84,74.1033871137708,-38.528295636524774
85,92.26538211315567,-58.82964453781794
86,90.59447098460058,-70.95165185210057
87,71.4427358775911,-64.31343942520743
88,53.18998584363075,-45.540162171662466
89,53.42857519101134,-32.415048940969534
90,72.85723858938532,-37.58525730767907
91,94.62987144357653,-56.95175118897447
92,99.76598517443752,-73.4013287855704
93,84.52585992833367,-72.48302139821153
94,63.845613477105644,-55.6689429528958
95,57.67834062029412,-39.03165681038023
96,72.73346120703376,-38.52689487867171
97,96.32680801717434,-55.358614564315126
98,107.97872438843031,-74.85011833233277
99,98.15536365286312,-79.87919931195887
100,77.00346145018574,-66.57896875341206
